1.392929832444003146e-01,1.909549127001400337e-01,2.615377598219438826e-01,1.741850234227247940e-01,2.607490856150729841e-01,1.531209012978551054e-01,1.769914708446482243e-01,1.588489111668778264e-01,9.619262624979121878e-02,1.138116870661325386e-01,1.916834545126079037e-01,1.267012165630861942e-01,2.901788801001423668e-01,4.235313086299641316e-01,4.354952376408799397e-01,4.641766992592625263e-01
1.935441759850987375e-01,2.373306897994321707e-01,2.222420134514525025e-01,1.798784316583250109e-01,2.117340667734017301e-01,2.569289944768038403e-01,1.654650160170954287e-01,2.149219018935024650e-01,1.043706025750458372e-01,1.251393291942488606e-01,1.356560193125642688e-01,1.508721145287151011e-01,1.167413255536675215e-01,4.228609984909749153e-01,4.390213697578170260e-01,4.806313428968221335e-01
1.706700565659738100e-01,1.710071249180797892e-01,2.154500133652778593e-01,2.213105105386952154e-01,6.460935244297591473e-02,1.760738110409080792e-01,1.449620325119054254e-01,1.871132510718193642e-01,1.545709417837173305e-01,1.924179110168382570e-02,1.144029222650000815e-01,1.326542279439122118e-01,1.138365419332785927e-01,2.862983526113268007e-01,2.956350208202734309e-01,4.720592290774863753e-01
1.909800221308899371e-01,2.638891553032648996e-01,1.393755964710231277e-01,2.488690217013258266e-01,1.839189580732167872e-01,1.015408735646409627e-01,2.143619343586596893e-01,1.675084330144197831e-01,1.072034302756855045e-01,1.989967644695305737e-01,1.082682594833768025e-01,8.035548658024274649e-02,1.374488737180173670e-01,2.364740427359377783e-01,4.622783258189393507e-01,4.524787414826936249e-01
2.752863197284823871e-01,1.966186751871016880e-01,1.840977367528677522e-01,2.264275572438999018e-01,2.625007228011442262e-01,1.435427567485657585e-01,1.872631743890750544e-01,1.586382865964179323e-01,1.266691428367723582e-01,1.300427214231123473e-02,2.887747875077343318e-01,1.555851942327031966e-02,3.739258501521801614e-01,3.735935367129143425e-01,4.647619957398160251e-01,4.582200040174799760e-01
2.005048245380790517e-01,1.799070317449947831e-01,1.720025641532934024e-01,1.827052579003848876e-01,1.458514308185385744e-01,2.304428017220902514e-01,1.204249625814707986e-01,1.469832639032089550e-01,1.834317555546059186e-01,1.199952329984124016e-02,1.019623308453405375e-01,1.046801317331572390e-01,2.819724789726724690e-01,4.278928032608985133e-01,4.555139736495452119e-01,4.402674500751146414e-01
2.321897031467172468e-01,1.728786928014249269e-01,2.397250701179485521e-01,1.907696728310422918e-01,1.829371419146972877e-01,1.646594815946818557e-01,1.881089582066356458e-01,1.965614194054067509e-01,1.582396815209894392e-01,1.007175509605485880e-01,1.628594578465895060e-01,3.058555395225135420e-01,2.857004253782977621e-01,2.912259080109135256e-01,4.352597358337241817e-01,4.700046430044990120e-01
1.790951276955380367e-01,2.141117363926004769e-01,2.004062571539154403e-01,1.363326983298778217e-01,1.694656946613060655e-01,1.842168026655596758e-01,2.018454716168869567e-01,1.272185101669150442e-01,7.732873479520777082e-02,1.426825425842684070e-01,8.665316625297715680e-02,1.282922152188375464e-01,3.794532097329095244e-01,2.896276307180742360e-01,3.804610511922889016e-01,4.341767486878488902e-01
1.886297524082803101e-01,1.017434067340771409e-01,2.610130837411433480e-01,1.473864856392102518e-01,1.849510785534264068e-01,1.682502999002458421e-01,1.419402013745173774e-01,1.918781108677833636e-01,1.667510710763455972e-01,1.046631722783520346e-01,4.781662371289119307e-02,2.912150472849197591e-01,1.060610755306682501e-01,3.763511421722731676e-01,3.819878173419299916e-01,4.668030769163766802e-01
2.060753993933584216e-01,1.690476768066664914e-01,1.424021790381791441e-01,2.016857360930665588e-01,1.635391476078939532e-01,2.538948374076697156e-01,1.185208192763387430e-01,2.621387334341866993e-01,1.492768904168040311e-01,1.546070586858319940e-01,8.291128995844461447e-02,2.784265527561464171e-01,1.435351866909060845e-02,2.894991428515802379e-01,4.348073272251387622e-01,4.664042273213086509e-01
1.467855139203305403e-01,1.684089458318453747e-01,2.434629524563898806e-01,1.934243374438683050e-01,1.468574989290657162e-01,1.555567706468641842e-01,2.383304338175240011e-01,1.811294557806325256e-01,1.350375096334174296e-01,1.885620436591972926e-01,3.833901105109149832e-01,2.811231581918878786e-01,9.277603155338945418e-02,3.260259076118903754e-01,2.840862552866101343e-01,4.356609917289093747e-01
2.686229346513722693e-01,2.124525991801238800e-01,1.621787180776740611e-01,1.780482302662035332e-01,1.207411845386694854e-01,1.188926954042348744e-01,1.024644833807114436e-01,7.417123386639457028e-02,1.136886144243927643e-01,1.229313598208426478e-01,1.373885939059828198e-01,2.838662842003429887e-01,4.322730347798691697e-01,3.691792964623384354e-01,4.556601816299861163e-01,4.674900904686760117e-01
2.370193545141247582e-01,1.664697628164615584e-01,1.998699836028780541e-01,1.572325072029910342e-01,1.873369825782091325e-01,1.160025823408396828e-01,1.968451508342250189e-01,1.519549171425563505e-01,2.826187709475532772e-01,1.439292195449216050e-01,6.913529864727775698e-02,1.341208400781977728e-01,2.830063955410491716e-01,4.303733051288853306e-01,4.264617828995772575e-01,4.668796074086291603e-01
2.583796907686832789e-01,2.448706245105095047e-01,1.472537306300653881e-01,1.639915378021677972e-01,2.031277571155481187e-01,2.521873811647593611e-01,1.600374492504031410e-01,8.843029088772479118e-02,1.732341319370253319e-01,9.728898316538402147e-02,1.386174444470431588e-01,5.693481908006385595e-02,1.754244994153472681e-02,2.838774677213505293e-01,4.461331496769833649e-01,4.647855004689348535e-01
1.915656133336543498e-01,1.692252066839503022e-01,2.690595384089669029e-01,2.622236696481649032e-01,2.120154129306736357e-01,1.430587540991704598e-01,1.699229735456302681e-01,2.468765820839701752e-01,8.483895044509463801e-02,4.669050557366623277e-02,1.390734763025163467e-01,9.600184050861744478e-02,1.017564983180033536e-02,2.843429655101193387e-01,4.614908544114638689e-01,4.378311145345842870e-01
