6.297095962628900256e-01,4.691174390526713367e-01,5.992651860839036670e-01,6.537709584193301948e-01,5.862147013189749067e-01,7.411143418350603085e-01,7.596624870476497149e-01,8.556262186368178702e-01,8.846446449861391503e-01,8.864504632002477846e-01,8.368245104252142186e-01,8.714955169761884335e-01,8.038036743837115861e-01,6.056467672288264881e-01,6.650981845446219953e-01,3.789086678861292024e-01
6.270022930246366144e-01,5.694184418892952460e-01,5.846040059041048842e-01,7.524923030711533345e-01,7.145971636318573239e-01,6.277617865127749219e-01,7.994955737295915688e-01,7.389027584031614415e-01,8.794574854922898588e-01,8.195945444668301105e-01,8.797176100407040344e-01,8.413909497749921806e-01,8.807453280391009942e-01,6.363359620385133919e-01,6.703126208804877084e-01,4.805459318230083099e-01
3.987040078640249341e-01,5.555076392931731499e-01,6.001738339271467382e-01,5.849827133950130653e-01,8.479090829595850032e-01,7.385256015230748927e-01,7.877787201849446586e-01,7.390682228833695966e-01,7.975574635788573730e-01,9.203104034100091368e-01,8.744862747640691492e-01,8.415334750213644410e-01,8.961154455753524983e-01,8.581205554747739495e-01,7.676712500497774316e-01,3.853821438787511378e-01
4.598327800536752830e-01,5.690910244455334999e-01,6.679445875091307716e-01,5.907042554889698760e-01,5.828468714841926746e-01,8.393040587783582307e-01,6.562949856587740882e-01,8.366625386350118321e-01,8.495128708708411525e-01,7.431228364185155089e-01,8.829306739406326265e-01,9.120056398839050393e-01,8.492375523858510800e-01,8.734253162639042944e-01,5.660549382632861226e-01,5.438644364589054758e-01
4.267569859476265104e-01,4.677484719731039298e-01,6.162009142951268004e-01,6.744396518014785791e-01,7.013474734012613565e-01,8.025676638976450006e-01,7.783050894801594177e-01,7.822768977275795788e-01,8.559867754679842955e-01,9.207443081868424972e-01,7.773499344615933948e-01,9.339827108558794722e-01,7.474104305108834057e-01,7.466724019975712334e-01,5.691060269746672784e-01,5.581706821346320568e-01
4.327081680059006175e-01,6.257116161907297913e-01,5.861003525147272519e-01,6.090623619929383947e-01,7.643599928407028843e-01,7.415427731918712295e-01,8.118957504135758674e-01,8.329481956993357583e-01,8.079363770917417087e-01,9.149873296092968511e-01,8.826136691366062159e-01,8.960690930645396346e-01,8.445730963335669195e-01,6.533085456997300700e-01,4.434626034543817097e-01,2.881815848799600954e-01
5.012777667283169203e-01,5.915667383001876889e-01,5.808636761441234864e-01,7.619520957722710763e-01,7.443591919249152866e-01,7.847473735070086276e-01,7.095002639470147088e-01,7.814571701834719386e-01,7.942165242342884568e-01,8.804060549829635374e-01,8.554839878523609054e-01,7.895115133437091703e-01,8.264498687439160163e-01,7.798443295676719123e-01,6.646954713965732564e-01,3.837269062628431149e-01
4.472592540351926771e-01,5.444947562433224419e-01,6.021306374224217883e-01,6.746239657887791452e-01,7.665933417027489538e-01,7.330320242735308689e-01,7.104831621615362858e-01,8.292268425272358856e-01,8.856171190973892715e-01,8.436169647547828720e-01,8.769396986295555640e-01,8.638962907904351729e-01,7.588118699624705199e-01,8.156132251565253455e-01,7.602650131654027366e-01,6.629409770562194604e-01
4.761721768539255994e-01,7.169500593766225949e-01,4.913096515345114490e-01,6.487498345634639119e-01,7.337187804158485926e-01,7.757152449512350056e-01,8.060120561028798480e-01,7.843182830623793844e-01,7.764885096144663601e-01,8.789383703736116660e-01,9.139539060680398341e-01,7.997543612983166739e-01,8.949791394323132199e-01,7.518027560215503335e-01,7.636760296773210666e-01,3.811107124546618263e-01
4.730792003194912443e-01,5.125189978347264308e-01,5.196940805314762546e-01,6.258784613638993521e-01,7.281081253889688520e-01,7.150780009490600442e-01,7.503316252001474007e-01,7.236843956582789117e-01,8.072101308036226941e-01,8.190996730348814037e-01,9.029165246281684043e-01,8.045830979268032701e-01,9.395186552847107908e-01,8.177856749319686314e-01,5.014424457498769527e-01,3.807598871362076198e-01
